A	972	1	30	
A	387	98	95	98
A	388	98	94	98
A	389	98	94	98
A	390	98	94	98
A	391	98	94	98
A	392	98	94	83
A	393	98	94	83
A	394	98	94	83
A	395	98	94	83
A	396	98	94	83
A	397	98	94	83
A	398	98	94	83
A	399	98	94	83
A	400	98	94	83
A	401	98	94	83
A	402	98	94	97
A	403	98	94	97
A	404	98	94	97
A	405	98	94	97
A	406	98	94	97
A	407	98	94	97
A	408	98	94	97
A	409	98	94	97
A	410	98	94	97
A	411	98	94	97
A	412	98	94	97
A	413	98	94	97
A	414	98	94	97
A	415	98	94	97
A	416	98	94	97
A	417	98	94	94
A	418	98	94	94
A	419	98	94	94
A	420	98	94	94
A	421	98	94	94
A	422	98	94	94
A	423	98	94	94
A	424	98	94	94
A	425	98	94	94
A	426	98	94	94
A	427	98	94	94
A	428	98	94	100
A	429	98	94	100
A	430	98	94	100
A	443	98	94	96
A	444	98	94	96
A	449	100	94	96
A	450	100	94	96
A	451	100	94	96
A	452	97	94	96
A	453	97	94	96
A	465	97	98	87
A	466	97	98	87
A	467	97	98	87
A	468	97	98	87
A	469	97	98	87
A	470	97	98	87
A	471	97	98	87
A	472	97	98	87
A	473	97	98	87
A	474	97	98	87
A	475	97	98	87
A	476	97	98	87
A	477	97	98	87
A	478	97	98	87
A	479	97	98	87
A	480	97	98	87
A	481	97	98	87
A	482	97	98	87
A	483	97	98	87
A	484	97	98	87
A	485	97	98	87
A	486	97	98	87
A	487	97	98	87
A	488	97	98	87
A	489	97	98	87
A	490	97	98	87
A	491	97	98	87
A	492	97	98	87
A	493	97	98	87
A	494	97	98	87
A	495	97	98	87
A	496	97	98	87
A	497	97	98	87
A	498	97	98	87
A	499	97	98	87
A	500	97	98	87
A	501	97	98	87
A	502	93	98	87
A	503	93	98	87
A	504	93	98	87
A	505	93	98	87
A	506	93	98	87
A	507	93	98	87
A	508	93	98	87
A	509	93	98	87
A	510	93	98	87
A	511	95	98	87
A	512	95	98	87
A	513	95	98	87
A	514	95	98	94
A	515	95	98	94
A	516	95	98	94
A	517	95	98	94
A	518	95	98	94
A	519	95	98	94
A	520	95	98	94
A	521	95	98	94
A	522	95	98	94
A	523	95	98	94
A	524	95	98	94
A	525	95	98	94
A	526	93	98	94
A	527	93	98	94
A	528	93	98	94
A	529	93	98	94
A	530	93	98	94
A	531	93	98	94
A	532	93	98	94
A	533	93	98	94
A	534	93	98	94
A	535	93	98	94
A	536	93	98	94
A	537	93	98	94
A	538	93	98	94
A	539	93	98	94
A	540	93	98	94
A	541	93	98	94
A	542	93	98	94
A	543	93	98	94
A	544	93	98	94
A	545	93	98	94
A	546	93	98	94
A	547	93	98	94
A	548	93	98	94
A	549	93	98	94
A	550	93	98	94
A	551	93	98	94
A	552	93	98	94
A	553	93	98	94
A	554	93	98	94
A	555	93	98	94
A	556	93	98	94
A	557	93	98	94
A	558	93	98	94
A	559	93	98	94
A	560	93	98	94
A	561	93	98	94
A	562	93	98	94
A	563	93	98	94
A	564	93	98	94
A	565	93	98	94
A	566	93	98	94
A	567	93	98	94
A	568	93	98	94
A	569	93	98	94
A	570	93	98	94
A	571	93	98	94
A	572	93	98	94
A	573	93	98	94
A	574	93	98	94
A	575	93	98	94
A	576	93	98	94
A	577	93	98	94
A	578	93	98	94
A	579	93	98	94
A	580	93	98	94
A	581	93	98	94
A	582	93	98	94
A	583	93	98	94
A	584	93	98	94
A	585	93	98	94
A	586	93	98	94
A	587	93	98	94
A	588	93	98	94
A	589	93	98	94
A	590	93	98	94
A	591	93	98	94
A	592	93	98	94
A	593	93	98	94
A	594	93	98	94
A	595	93	98	94
A	596	93	98	94
A	597	93	98	94
A	598	93	98	94
A	599	93	98	94
A	600	93	98	94
A	601	93	98	94
A	602	93	98	94
A	603	93	98	94
A	604	93	98	94
A	605	93	98	94
A	606	93	98	94
A	607	93	98	94
A	608	93	98	94
A	609	93	98	94
A	610	93	98	94
A	611	93	98	94
A	612	93	98	94
A	613	93	98	94
A	614	93	98	94
A	615	93	98	94
A	616	93	98	94
A	617	93	98	94
A	618	93	98	94
A	619	92	98	94
A	620	92	98	94
A	621	92	98	94
A	622	92	98	94
A	623	92	98	94
A	624	92	98	94
A	625	92	98	94
A	626	92	98	94
A	627	92	98	94
A	628	92	98	94
A	629	92	98	94
A	630	92	93	94
A	631	92	93	94
A	632	92	93	94
A	633	92	93	94
A	634	92	93	94
A	635	92	93	94
A	636	92	93	94
A	637	92	93	94
A	638	92	93	94
A	639	92	93	94
A	640	92	93	94
A	641	92	93	94
A	642	92	93	94
A	643	92	93	94
A	644	92	93	94
A	645	92	93	94
A	646	92	93	94
A	647	92	93	94
A	648	92	93	94
A	649	92	93	94
A	650	92	93	94
A	651	92	93	94
A	652	92	93	94
A	653	92	93	94
A	654	92	93	94
A	655	92	93	94
A	656	92	93	94
A	657	92	93	94
A	658	92	93	94
A	659	92	93	94
A	660	92	92	94
A	661	92	92	94
A	662	92	92	94
A	663	92	92	94
A	664	92	92	94
A	665	92	92	94
A	666	92	92	94
A	667	92	92	94
A	668	92	92	94
A	669	92	92	94
A	670	92	92	94
A	671	92	92	94
A	672	92	92	94
A	673	92	92	94
A	674	92	92	94
A	675	92	92	94
A	676	92	92	94
A	677	92	92	94
A	678	92	91	94
A	679	92	91	94
A	680	92	91	94
A	681	92	91	94
A	682	92	91	94
A	683	92	91	94
A	684	92	91	94
A	685	92	91	94
A	686	92	92	94
A	687	92	92	94
A	688	92	92	94
A	689	92	92	94
A	690	92	92	94
A	691	92	92	94
A	692	92	92	94
A	693	92	92	94
A	694	92	92	94
A	695	92	92	94
A	696	92	92	94
A	697	92	92	94
A	698	92	92	94
A	699	92	92	94
A	700	92	92	94
A	701	92	92	94
A	702	92	92	94
A	703	92	92	94
A	704	92	92	94
A	705	92	92	94
A	706	92	92	94
A	707	92	92	94
A	708	92	92	94
A	709	92	92	94
A	710	92	92	94
A	711	92	92	94
A	712	92	92	94
A	713	92	92	94
A	714	92	92	94
A	715	92	92	94
A	716	92	92	94
A	717	92	92	94
A	718	92	92	94
A	719	92	92	94
A	720	92	92	94
A	721	92	92	94
A	722	92	92	94
A	723	92	92	94
A	724	92	92	94
A	725	92	92	94
A	726	92	92	94
A	727	92	92	94
A	728	92	92	94
A	729	92	92	94
A	730	92	92	94
